id_transacao,cpf_aluno,data_transacao,mes_referencia,valor,curso,cep_cobranca,cidade,uf,bairro,venda_em_feriado,horas_assistidas,tickets_suporte,nps_score,percentual_conclusao,data_processamento_utc
TX-53147,***.901.935-**,2024-11-09,2024-11,49.9,Básico,80010010,Curitiba,PR,Centro,False,1.4,3.0,9.0,,2026-06-15T15:36:00.445263+00:00
TX-53148,***.833.920-**,2024-04-12,2024-04,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,37.3,0.0,9.0,,2026-06-15T15:36:00.445263+00:00
TX-53149,***.960.653-**,2024-03-08,2024-03,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53150,***.365.774-**,2024-06-16,2024-06,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53151,***.813.989-**,2024-11-17,2024-11,899.0,Anual,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53152,***.387.005-**,2024-12-16,2024-12,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53153,***.606.888-**,2024-04-30,2024-04,899.0,Anual,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53154,***.938.276-**,2024-03-01,2024-03,899.0,Anual,01001000,São Paulo,SP,Sé,False,,4.0,6.0,,2026-06-15T15:36:00.445263+00:00
TX-53155,***.220.310-**,2024-09-15,2024-09,899.0,Anual,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53156,***.257.970-**,2024-10-20,2024-10,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53157,***.708.056-**,2024-04-30,2024-04,899.0,Anual,30140071,Belo Horizonte,MG,Boa Viagem,False,34.0,3.0,,,2026-06-15T15:36:00.445263+00:00
TX-53158,***.487.392-**,2024-03-22,2024-03,899.0,Anual,70040010,Brasília,DF,Asa Norte,False,57.7,1.0,9.0,,2026-06-15T15:36:00.445263+00:00
TX-53159,***.107.033-**,2024-12-15,2024-12,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53160,***.040.934-**,2024-08-06,2024-08,99.9,Premium,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53161,***.892.975-**,2024-02-27,2024-02,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,27.2,2.0,,,2026-06-15T15:36:00.445263+00:00
TX-53162,***.868.230-**,2024-09-11,2024-09,899.0,Anual,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53163,***.873.280-**,2024-07-04,2024-07,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,11.7,4.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-53164,***.972.439-**,2024-01-22,2024-01,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,140.5,5.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-53165,***.118.954-**,2024-04-27,2024-04,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,136.0,2.0,1.0,,2026-06-15T15:36:00.445263+00:00
TX-53166,***.640.989-**,2024-07-31,2024-07,99.9,Premium,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53167,***.203.173-**,2024-04-22,2024-04,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53168,***.053.347-**,2024-07-03,2024-07,99.9,Premium,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53169,***.530.768-**,2024-08-29,2024-08,49.9,,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53170,***.425.496-**,2024-02-17,2024-02,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53171,***.362.192-**,2024-06-21,2024-06,99.9,Premium,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53172,***.905.504-**,2024-08-05,2024-08,899.0,Anual,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53173,***.317.985-**,2024-05-11,2024-05,99.9,Premium,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53174,***.027.278-**,2024-10-22,2024-10,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,42.1,0.0,,,2026-06-15T15:36:00.445263+00:00
TX-53175,***.178.006-**,2024-01-10,2024-01,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,41.4,5.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-53176,***.676.497-**,2024-03-06,2024-03,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,8.3,3.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-53177,***.247.073-**,2024-08-07,2024-08,99.9,Premium,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53178,***.642.601-**,2024-04-09,2024-04,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53179,***.456.449-**,2024-04-09,2024-04,99.9,Premium,01001000,São Paulo,SP,Sé,False,55.3,3.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-53180,***.694.179-**,2024-09-02,2024-09,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53181,***.987.455-**,2024-08-05,2024-08,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53182,***.805.626-**,2024-09-12,2024-09,899.0,Anual,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53183,***.200.629-**,2024-02-23,2024-02,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,,4.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-53184,***.588.450-**,2024-08-06,2024-08,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53185,***.802.380-**,2024-11-05,2024-11,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53186,***.521.501-**,2024-02-15,2024-02,99.9,Premium,50010000,Recife,PE,Santo Antônio,False,21.0,2.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-53187,***.104.096-**,2024-05-02,2024-05,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53188,***.826.493-**,2024-08-19,2024-08,899.0,,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53189,***.842.410-**,2024-09-10,2024-09,899.0,Anual,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53190,***.022.181-**,2024-01-28,2024-01,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53191,***.482.322-**,2024-10-24,2024-10,99.9,Premium,50010000,Recife,PE,Santo Antônio,False,118.7,3.0,1.0,,2026-06-15T15:36:00.445263+00:00
TX-53192,***.884.366-**,2024-07-19,2024-07,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53193,***.683.878-**,2024-09-27,2024-09,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53194,***.190.986-**,2024-01-01,2024-01,99.9,Premium,50010000,Recife,PE,Santo Antônio,True,66.4,0.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-53195,***.738.264-**,2024-03-01,2024-03,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,22.9,3.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-53196,***.891.190-**,2024-08-11,2024-08,899.0,Anual,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53197,***.629.518-**,2024-02-14,2024-02,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,31.2,5.0,,,2026-06-15T15:36:00.445263+00:00
TX-53198,***.834.527-**,2024-09-17,2024-09,899.0,Anual,,,,,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53199,***.285.884-**,2024-07-08,2024-07,99.9,Premium,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53200,***.352.090-**,2024-09-26,2024-09,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53201,***.371.240-**,2024-08-12,2024-08,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,100.2,1.0,,,2026-06-15T15:36:00.445263+00:00
TX-53202,***.653.538-**,2024-07-07,2024-07,899.0,Anual,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53203,***.597.640-**,2024-12-10,2024-12,899.0,Anual,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53204,***.203.471-**,2024-03-28,2024-03,49.9,Básico,01001000,São Paulo,SP,Sé,False,4.7,0.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-53205,***.010.956-**,2024-09-07,2024-09,99.9,Premium,50010000,Recife,PE,Santo Antônio,True,,,,,2026-06-15T15:36:00.445263+00:00
TX-53206,***.573.875-**,2024-08-13,2024-08,899.0,Anual,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53207,***.055.955-**,2024-06-12,2024-06,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,3.9,4.0,6.0,,2026-06-15T15:36:00.445263+00:00
TX-53208,***.676.267-**,2024-04-28,2024-04,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53209,***.011.686-**,2024-04-05,2024-04,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,12.9,1.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-53210,***.522.910-**,2024-05-10,2024-05,99.9,Premium,50010000,Recife,PE,Santo Antônio,False,39.1,1.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-53211,***.810.835-**,2024-11-06,2024-11,99.9,Premium,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53212,***.257.627-**,2024-07-01,2024-07,99.9,Premium,50010000,Recife,PE,Santo Antônio,False,85.0,2.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-53213,***.050.898-**,2024-02-18,2024-02,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53214,***.775.608-**,2024-12-19,2024-12,49.9,Básico,,,,,False,103.9,4.0,9.0,,2026-06-15T15:36:00.445263+00:00
TX-53215,***.708.272-**,2024-12-13,2024-12,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53216,***.078.468-**,2024-11-23,2024-11,99.9,Premium,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53217,***.418.186-**,2024-10-07,2024-10,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53218,***.895.677-**,2024-10-21,2024-10,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53219,***.537.880-**,2024-02-13,2024-02,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,True,119.0,0.0,,,2026-06-15T15:36:00.445263+00:00
TX-53220,***.195.778-**,2024-12-14,2024-12,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53221,***.364.723-**,2024-10-03,2024-10,49.9,Básico,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53222,***.775.170-**,2024-10-25,2024-10,99.9,Premium,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53223,***.018.242-**,2024-06-04,2024-06,49.9,Básico,80010010,Curitiba,PR,Centro,False,129.7,1.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-53224,***.963.099-**,2024-09-23,2024-09,49.9,Básico,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53225,***.851.935-**,2024-01-13,2024-01,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,47.8,3.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-53226,***.733.745-**,2024-06-22,2024-06,99.9,Premium,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53227,***.236.458-**,2024-02-28,2024-02,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,40.7,4.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-53228,***.765.289-**,2024-10-24,2024-10,99.9,Premium,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53229,***.310.033-**,2024-11-02,2024-11,99.9,Premium,80010010,Curitiba,PR,Centro,True,28.3,2.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-53230,***.840.190-**,2024-07-28,2024-07,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,107.2,4.0,,,2026-06-15T15:36:00.445263+00:00
TX-53231,***.722.892-**,2024-04-02,2024-04,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,82.6,4.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-53232,***.632.595-**,2024-04-24,2024-04,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,0.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-53233,***.004.108-**,2024-10-10,2024-10,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53234,***.947.638-**,2024-06-24,2024-06,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53235,***.325.286-**,2024-06-26,2024-06,899.0,Anual,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53236,***.278.742-**,2024-03-09,2024-03,49.9,Básico,69010000,Manaus,AM,Centro,False,,0.0,6.0,,2026-06-15T15:36:00.445263+00:00
TX-53237,***.897.422-**,2024-12-26,2024-12,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53238,***.010.956-**,2024-02-13,2024-02,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,True,,,,,2026-06-15T15:36:00.445263+00:00
TX-53239,***.317.461-**,2024-01-20,2024-01,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53240,***.268.687-**,2024-09-26,2024-09,99.9,Premium,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53241,***.202.461-**,2024-01-28,2024-01,99.9,Premium,01001000,São Paulo,SP,Sé,False,,3.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-53242,***.508.632-**,2024-12-17,2024-12,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53243,***.972.845-**,2024-02-16,2024-02,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,83.3,0.0,,,2026-06-15T15:36:00.445263+00:00
TX-53244,***.952.694-**,2024-10-30,2024-10,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53245,***.652.752-**,2024-12-29,2024-12,99.9,Premium,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53246,***.865.890-**,2024-06-11,2024-06,99.9,Premium,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53247,***.300.857-**,2024-04-10,2024-04,99.9,Premium,50010000,Recife,PE,Santo Antônio,False,142.5,5.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-53248,***.044.361-**,2024-05-09,2024-05,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,120.0,5.0,9.0,,2026-06-15T15:36:00.445263+00:00
TX-53249,***.376.392-**,2024-02-28,2024-02,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,103.8,0.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-53250,***.820.974-**,2024-10-03,2024-10,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53251,***.114.978-**,2024-01-25,2024-01,49.9,Básico,69010000,Manaus,AM,Centro,False,25.2,0.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-53252,***.517.518-**,2024-06-17,2024-06,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,16.4,0.0,,,2026-06-15T15:36:00.445263+00:00
TX-53253,***.041.176-**,2024-07-29,2024-07,899.0,Anual,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53254,***.376.710-**,2024-02-10,2024-02,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,57.8,3.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-53255,***.377.731-**,2024-07-26,2024-07,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,89.0,3.0,,,2026-06-15T15:36:00.445263+00:00
TX-53256,***.260.586-**,2024-02-23,2024-02,899.0,Anual,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53257,***.110.654-**,2024-09-11,2024-09,899.0,Anual,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53258,***.517.680-**,2024-09-19,2024-09,899.0,Anual,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53259,***.896.270-**,2024-03-01,2024-03,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,,1.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-53260,***.955.302-**,2024-08-17,2024-08,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,,4.0,6.0,,2026-06-15T15:36:00.445263+00:00
TX-53261,***.716.323-**,2024-08-07,2024-08,49.9,Básico,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53262,***.812.356-**,2024-10-07,2024-10,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53263,***.720.948-**,2024-11-17,2024-11,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53264,***.351.342-**,2024-02-16,2024-02,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,48.7,2.0,9.0,,2026-06-15T15:36:00.445263+00:00
TX-53265,***.112.327-**,2024-12-02,2024-12,99.9,Premium,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53266,***.597.746-**,2024-09-26,2024-09,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53267,***.114.243-**,2024-09-23,2024-09,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53268,***.575.692-**,2024-07-17,2024-07,899.0,Anual,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53269,***.196.234-**,2024-11-10,2024-11,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53270,***.279.970-**,2024-12-13,2024-12,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53271,***.423.691-**,2024-05-03,2024-05,49.9,Básico,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53272,***.699.013-**,2024-02-25,2024-02,49.9,Básico,69010000,Manaus,AM,Centro,False,7.3,1.0,6.0,,2026-06-15T15:36:00.445263+00:00
TX-53273,***.542.144-**,2024-07-02,2024-07,899.0,Anual,69010000,Manaus,AM,Centro,False,83.0,5.0,6.0,,2026-06-15T15:36:00.445263+00:00
TX-53274,***.270.369-**,2024-06-30,2024-06,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,93.8,5.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-53275,***.897.865-**,2024-02-16,2024-02,49.9,Básico,01001000,São Paulo,SP,Sé,False,142.7,0.0,,,2026-06-15T15:36:00.445263+00:00
TX-53276,***.689.500-**,2024-05-25,2024-05,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53277,***.655.782-**,2024-02-08,2024-02,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53278,***.956.137-**,2024-02-12,2024-02,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,136.1,3.0,,,2026-06-15T15:36:00.445263+00:00
TX-53279,***.890.737-**,2024-11-28,2024-11,49.9,Básico,80010010,Curitiba,PR,Centro,False,,1.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-53280,***.602.667-**,2024-06-06,2024-06,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,65.2,2.0,,,2026-06-15T15:36:00.445263+00:00
TX-53281,***.785.764-**,2024-06-12,2024-06,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53282,***.468.677-**,2024-12-22,2024-12,99.9,,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53283,***.640.069-**,2024-11-21,2024-11,49.9,Básico,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53284,***.186.371-**,2024-02-17,2024-02,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,120.8,4.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-53285,***.911.166-**,2024-04-22,2024-04,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53286,***.587.020-**,2024-08-05,2024-08,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53287,***.261.760-**,2024-12-04,2024-12,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53288,***.416.516-**,2024-10-09,2024-10,99.9,Premium,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53289,***.108.902-**,2024-10-23,2024-10,49.9,,20031050,Rio de Janeiro,RJ,Centro,False,70.0,0.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-53290,***.789.391-**,2024-10-25,2024-10,99.9,Premium,69010000,Manaus,AM,Centro,False,,2.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-53291,***.219.536-**,2024-12-19,2024-12,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53292,***.522.910-**,2024-10-23,2024-10,99.9,Premium,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53293,***.886.652-**,2024-03-23,2024-03,899.0,Anual,30140071,Belo Horizonte,MG,Boa Viagem,False,,1.0,9.0,,2026-06-15T15:36:00.445263+00:00
TX-53294,***.280.550-**,2024-12-07,2024-12,99.9,Premium,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53295,***.530.925-**,2024-08-26,2024-08,899.0,Anual,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53296,***.512.538-**,2024-12-31,2024-12,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53297,***.629.233-**,2024-07-05,2024-07,899.0,Anual,01001000,São Paulo,SP,Sé,False,146.2,1.0,1.0,,2026-06-15T15:36:00.445263+00:00
TX-53298,***.240.642-**,2024-02-17,2024-02,899.0,Anual,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53299,***.503.731-**,2024-05-13,2024-05,99.9,Premium,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53300,***.912.565-**,2024-01-14,2024-01,99.9,Premium,01001000,São Paulo,SP,Sé,False,129.4,0.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-53301,***.378.912-**,2024-05-24,2024-05,99.9,Premium,01001000,São Paulo,SP,Sé,False,93.4,5.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-53302,***.598.339-**,2024-12-17,2024-12,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53303,***.144.170-**,2024-01-03,2024-01,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,55.3,1.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-53304,***.369.905-**,2024-10-09,2024-10,99.9,Premium,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53305,***.092.704-**,2024-09-25,2024-09,899.0,Anual,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53306,***.880.705-**,2024-01-15,2024-01,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,,0.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-53307,***.208.953-**,2024-07-29,2024-07,899.0,Anual,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53308,***.379.473-**,2024-05-21,2024-05,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,88.0,4.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-53309,***.090.742-**,2024-12-27,2024-12,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53310,***.231.220-**,2024-01-22,2024-01,899.0,Anual,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53311,***.320.024-**,2024-10-03,2024-10,899.0,Anual,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-53312,***.617.399-**,2024-05-20,2024-05,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,30.9,5.0,1.0,,2026-06-15T15:36:00.445263+00:00
TX-53313,***.046.100-**,2024-02-23,2024-02,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,125.3,5.0,,,2026-06-15T15:36:00.445263+00:00
TX-53314,***.630.059-**,2024-08-10,2024-08,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
